time,position_car_1,velocity_car_1,position_car_2,velocity_car_2
1.07,24.244694529586102,22.658593018304714,50.0,0.0
1.08,24.47128045976915,22.658593018304714,50.0,0.0
1.09,24.6978663899522,22.658593018304714,50.0,0.0
1.1,24.92445232013525,22.658593018304714,50.0,0.0
1.11,25.151038250318297,22.658593018304714,50.0,0.0
1.12,25.377624180501346,22.658593018304714,50.0,0.0
1.1300000000000001,25.604210110684395,22.658593018304714,50.0,0.0
1.1400000000000001,25.830796040867444,22.658593018304714,50.0,0.0
1.1500000000000001,26.057381971050493,22.658593018304714,50.0,0.0
1.16,26.28396790123354,22.658593018304714,50.0,0.0
1.17,26.51055383141659,22.658593018304714,50.0,0.0
1.18,26.73713976159964,22.658593018304714,50.0,0.0
1.19,26.963725691782688,22.658593018304714,50.0,0.0
1.2,27.190311621965737,22.658593018304714,50.0,0.0
1.21,27.416897552148786,22.658593018304714,50.0,0.0
1.22,27.643483482331835,22.658593018304714,50.0,0.0
1.23,27.870069412514884,22.658593018304714,50.0,0.0
1.24,28.096655342697932,22.658593018304714,50.0,0.0
1.25,28.32324127288098,22.658593018304714,50.0,0.0
1.26,28.54982720306403,22.658593018304714,50.0,0.0
1.27,28.77641313324708,22.658593018304714,50.0,0.0
1.28,29.002999063430128,22.658593018304714,50.0,0.0
1.29,29.229584993613177,22.658593018304714,50.0,0.0
1.3,29.456170923796225,22.658593018304714,50.0,0.0
1.31,29.682756853979274,22.658593018304714,50.0,0.0
1.32,29.909342784162323,22.658593018304714,50.0,0.0
1.33,30.135928714345372,22.658593018304714,50.0,0.0
1.34,30.36251464452842,22.658593018304714,50.0,0.0
1.35,30.58910057471147,22.658593018304714,50.0,0.0
1.36,30.81568650489452,22.658593018304714,50.0,0.0
1.37,31.042272435077567,22.658593018304714,50.0,0.0
1.3800000000000001,31.268858365260616,22.658593018304714,50.0,0.0
1.3900000000000001,31.495444295443665,22.658593018304714,50.0,0.0
1.4000000000000001,31.722030225626714,22.658593018304714,50.0,0.0
1.41,31.948616155809763,22.658593018304714,50.0,0.0
1.42,32.17520208599281,22.658593018304714,50.0,0.0
1.43,32.40178801617586,22.658593018304714,50.0,0.0
1.44,32.628373946358906,22.658593018304714,50.0,0.0
1.45,32.854959876541955,22.658593018304714,50.0,0.0
1.46,33.081545806725,22.658593018304714,50.0,0.0
1.47,33.30813173690805,22.658593018304714,50.0,0.0
1.48,33.5347176670911,22.658593018304714,50.0,0.0
1.49,33.76130359727415,22.658593018304714,50.0,0.0
1.5,33.9878895274572,22.658593018304714,50.0,0.0
1.51,34.21447545764025,22.658593018304714,50.0,0.0
1.52,34.4410613878233,22.658593018304714,50.0,0.0
1.53,34.667647318006345,22.658593018304714,50.0,0.0
1.54,34.894233248189394,22.658593018304714,50.0,0.0
1.55,35.12081917837244,22.658593018304714,50.0,0.0
1.56,35.34740510855549,22.658593018304714,50.0,0.0
1.57,35.57399103873854,22.658593018304714,50.0,0.0
1.58,35.80057696892159,22.658593018304714,50.0,0.0
1.59,36.02716289910464,22.658593018304714,50.0,0.0
1.6,36.25374882928769,22.658593018304714,50.0,0.0
1.61,36.480334759470736,22.658593018304714,50.0,0.0
1.62,36.706920689653785,22.658593018304714,50.0,0.0
1.6300000000000001,36.933506619836834,22.658593018304714,50.0,0.0
1.6400000000000001,37.16009255001988,22.658593018304714,50.0,0.0
1.6500000000000001,37.38667848020293,22.658593018304714,50.0,0.0
1.6600000000000001,37.61326441038598,22.658593018304714,50.0,0.0
1.67,37.83985034056903,22.658593018304714,50.0,0.0
1.68,38.06643627075208,22.658593018304714,50.0,0.0
1.69,38.29302220093513,22.658593018304714,50.0,0.0
1.7,38.519608131118176,22.658593018304714,50.0,0.0
1.71,38.746194061301225,22.658593018304714,50.0,0.0
1.72,38.97277999148427,22.658593018304714,50.0,0.0
1.73,39.19936592166732,22.658593018304714,50.0,0.0
1.74,39.42595185185037,22.658593018304714,50.0,0.0
1.75,39.65253778203342,22.658593018304714,50.0,0.0
1.76,39.87912371221647,22.658593018304714,50.0,0.0
1.77,40.10570964239952,22.658593018304714,50.0,0.0
1.78,40.33229557258257,22.658593018304714,50.0,0.0
1.79,40.558881502765615,22.658593018304714,50.0,0.0
1.8,40.785467432948664,22.658593018304714,50.0,0.0
1.81,41.01205336313171,22.658593018304714,50.0,0.0
1.82,41.23863929331476,22.658593018304714,50.0,0.0
1.83,41.46522522349781,22.658593018304714,50.0,0.0
1.84,41.69181115368086,22.658593018304714,50.0,0.0
1.85,41.91839708386391,22.658593018304714,50.0,0.0
1.86,42.14498301404696,22.658593018304714,50.0,0.0
1.87,42.371568944230006,22.658593018304714,50.0,0.0
1.8800000000000001,42.598154874413055,22.658593018304714,50.0,0.0
1.8900000000000001,42.824740804596104,22.658593018304714,50.0,0.0
1.9000000000000001,43.05132673477915,22.658593018304714,50.0,0.0
1.9100000000000001,43.2779126649622,22.658593018304714,50.0,0.0
1.92,43.50449859514525,22.658593018304714,50.0,0.0
1.93,43.7310845253283,22.658593018304714,50.0,0.0
1.94,43.95767045551135,22.658593018304714,50.0,0.0
1.95,44.1842563856944,22.658593018304714,50.0,0.0
1.96,44.410842315877446,22.658593018304714,50.0,0.0
1.97,44.637428246060495,22.658593018304714,50.0,0.0
1.98,44.86401417624354,22.658593018304714,50.0,0.0
1.99,45.09060010642659,22.658593018304714,50.0,0.0
